cancer,cancer_label,volume,sex,per1,per2,country_code,country_label,cases,py,asr,rank
27,"Prostate",10,2,2003,2007,55400,"New Zealand",0,10481310,0.00,31
28,"Testis",10,2,2003,2007,55400,"New Zealand",0,10481310,0.00,32
21,"Breast",1,2,1959,1961,57800,"Norway",2958,5405430,38.80,1
7,"Stomach",1,2,1959,1961,57800,"Norway",1707,5405430,18.85,2
22,"Cervix uteri",1,2,1959,1961,57800,"Norway",1044,5405430,15.28,3
52,"Colorectum",1,2,1959,1961,57800,"Norway",1244,5405430,14.34,4
24,"Ovary etc.",1,2,1959,1961,57800,"Norway",834,5405430,11.51,5
23,"Corpus uteri",1,2,1959,1961,57800,"Norway",579,5405430,7.68,6
32,"Brain, central nervous system",1,2,1959,1961,57800,"Norway",395,5405430,6.26,7
38,"Leukaemia",1,2,1959,1961,57800,"Norway",394,5405430,5.66,8
13,"Pancreas",1,2,1959,1961,57800,"Norway",323,5405430,3.77,9
25,"Other female genital organs",1,2,1959,1961,57800,"Norway",285,5405430,3.55,10
30,"Bladder",1,2,1959,1961,57800,"Norway",272,5405430,3.38,11
16,"Lung (incl. trachea and bronchus)",1,2,1959,1961,57800,"Norway",228,5405430,2.80,12
18,"Melanoma of skin",1,2,1959,1961,57800,"Norway",180,5405430,2.56,13
36,"Non-Hodgkin lymphoma",1,2,1959,1961,57800,"Norway",185,5405430,2.46,14
33,"Thyroid",1,2,1959,1961,57800,"Norway",152,5405430,2.04,15
51,"Lip, oral cavity and pharynx",1,2,1959,1961,57800,"Norway",174,5405430,2.02,16
29,"Kidney",1,2,1959,1961,57800,"Norway",182,5405430,1.99,17
35,"Hodgkin lymphoma",1,2,1959,1961,57800,"Norway",103,5405430,1.67,18
12,"Gallbladder etc.",1,2,1959,1961,57800,"Norway",144,5405430,1.60,19
37,"Multiple myeloma",1,2,1959,1961,57800,"Norway",109,5405430,1.33,20
20,"Connective tissue",1,2,1959,1961,57800,"Norway",59,5405430,0.88,21
6,"Oesophagus",1,2,1959,1961,57800,"Norway",69,5405430,0.77,22
31,"Eye",1,2,1959,1961,57800,"Norway",50,5405430,0.75,23
17,"Bone",1,2,1959,1961,57800,"Norway",33,5405430,0.63,24
11,"Liver",1,2,1959,1961,57800,"Norway",37,5405430,0.48,25
14,"Nose sinuses etc.",1,2,1959,1961,57800,"Norway",33,5405430,0.41,26
8,"Small intestine",1,2,1959,1961,57800,"Norway",20,5405430,0.24,27
34,"Other endocrine",1,2,1959,1961,57800,"Norway",9,5405430,0.14,28
15,"Larynx",1,2,1959,1961,57800,"Norway",4,5405430,0.04,29
28,"Testis",1,2,1959,1961,57800,"Norway",0,5405430,0.00,30
27,"Prostate",1,2,1959,1961,57800,"Norway",0,5405430,0.00,31
26,"Penis",1,2,1959,1961,57800,"Norway",0,5405430,0.00,32
21,"Breast",10,2,2003,2007,57800,"Norway",13778,11660966,75.92,1
52,"Colorectum",10,2,2003,2007,57800,"Norway",8849,11660966,35.19,2
16,"Lung (incl. trachea and bronchus)",10,2,2003,2007,57800,"Norway",4886,11660966,23.26,3
18,"Melanoma of skin",10,2,2003,2007,57800,"Norway",2964,11660966,16.66,4
23,"Corpus uteri",10,2,2003,2007,57800,"Norway",3318,11660966,16.44,5
24,"Ovary etc.",10,2,2003,2007,57800,"Norway",2305,11660966,11.78,6
22,"Cervix uteri",10,2,2003,2007,57800,"Norway",1464,11660966,9.39,7
36,"Non-Hodgkin lymphoma",10,2,2003,2007,57800,"Norway",1786,11660966,8.66,8
32,"Brain, central nervous system",10,2,2003,2007,57800,"Norway",1180,11660966,7.35,9
38,"Leukaemia",10,2,2003,2007,57800,"Norway",1181,11660966,6.44,10
13,"Pancreas",10,2,2003,2007,57800,"Norway",1679,11660966,6.23,11
30,"Bladder",10,2,2003,2007,57800,"Norway",1550,11660966,6.00,12
29,"Kidney",10,2,2003,2007,57800,"Norway",1255,11660966,5.80,13
33,"Thyroid",10,2,2003,2007,57800,"Norway",780,11660966,4.93,14
7,"Stomach",10,2,2003,2007,57800,"Norway",1102,11660966,4.18,15
51,"Lip, oral cavity and pharynx",10,2,2003,2007,57800,"Norway",771,11660966,3.69,16
37,"Multiple myeloma",10,2,2003,2007,57800,"Norway",866,11660966,3.44,17
25,"Other female genital organs",10,2,2003,2007,57800,"Norway",639,11660966,2.66,18
20,"Connective tissue",10,2,2003,2007,57800,"Norway",349,11660966,2.05,19
35,"Hodgkin lymphoma",10,2,2003,2007,57800,"Norway",246,11660966,1.97,20
12,"Gallbladder etc.",10,2,2003,2007,57800,"Norway",379,11660966,1.43,21
8,"Small intestine",10,2,2003,2007,57800,"Norway",236,11660966,1.09,22
6,"Oesophagus",10,2,2003,2007,57800,"Norway",268,11660966,1.03,23
11,"Liver",10,2,2003,2007,57800,"Norway",240,11660966,1.02,24
34,"Other endocrine",10,2,2003,2007,57800,"Norway",138,11660966,1.01,25
31,"Eye",10,2,2003,2007,57800,"Norway",153,11660966,0.87,26
17,"Bone",10,2,2003,2007,57800,"Norway",105,11660966,0.79,27
14,"Nose sinuses etc.",10,2,2003,2007,57800,"Norway",107,11660966,0.47,28
15,"Larynx",10,2,2003,2007,57800,"Norway",77,11660966,0.39,29
27,"Prostate",10,2,2003,2007,57800,"Norway",0,11660966,0.00,30
26,"Penis",10,2,2003,2007,57800,"Norway",0,11660966,0.00,31
28,"Testis",10,2,2003,2007,57800,"Norway",0,11660966,0.00,32
22,"Cervix uteri",1,2,1956,1960,70500,"Slovenia",1199,4096050,26.19,1
7,"Stomach",1,2,1956,1960,70500,"Slovenia",1262,4096050,25.01,2
21,"Breast",1,2,1956,1960,70500,"Slovenia",1000,4096050,21.31,3
52,"Colorectum",1,2,1956,1960,70500,"Slovenia",457,4096050,9.31,4
24,"Ovary etc.",1,2,1956,1960,70500,"Slovenia",383,4096050,8.10,5
23,"Corpus uteri",1,2,1956,1960,70500,"Slovenia",285,4096050,5.89,6
12,"Gallbladder etc.",1,2,1956,1960,70500,"Slovenia",215,4096050,4.30,7
25,"Other female genital organs",1,2,1956,1960,70500,"Slovenia",213,4096050,4.28,8
16,"Lung (incl. trachea and bronchus)",1,2,1956,1960,70500,"Slovenia",206,4096050,4.19,9
38,"Leukaemia",1,2,1956,1960,70500,"Slovenia",141,4096050,3.22,10
32,"Brain, central nervous system",1,2,1956,1960,70500,"Slovenia",136,4096050,3.07,11
51,"Lip, oral cavity and pharynx",1,2,1956,1960,70500,"Slovenia",105,4096050,2.23,12
33,"Thyroid",1,2,1956,1960,70500,"Slovenia",102,4096050,2.13,13
13,"Pancreas",1,2,1956,1960,70500,"Slovenia",98,4096050,1.95,14
36,"Non-Hodgkin lymphoma",1,2,1956,1960,70500,"Slovenia",75,4096050,1.62,15
30,"Bladder",1,2,1956,1960,70500,"Slovenia",69,4096050,1.55,16
18,"Melanoma of skin",1,2,1956,1960,70500,"Slovenia",69,4096050,1.43,17
6,"Oesophagus",1,2,1956,1960,70500,"Slovenia",66,4096050,1.34,18
17,"Bone",1,2,1956,1960,70500,"Slovenia",52,4096050,1.16,19
11,"Liver",1,2,1956,1960,70500,"Slovenia",57,4096050,1.11,20
35,"Hodgkin lymphoma",1,2,1956,1960,70500,"Slovenia",49,4096050,1.04,21
29,"Kidney",1,2,1956,1960,70500,"Slovenia",49,4096050,0.95,22
20,"Connective tissue",1,2,1956,1960,70500,"Slovenia",41,4096050,0.94,23
37,"Multiple myeloma",1,2,1956,1960,70500,"Slovenia",28,4096050,0.57,24
14,"Nose sinuses etc.",1,2,1956,1960,70500,"Slovenia",26,4096050,0.56,25
31,"Eye",1,2,1956,1960,70500,"Slovenia",24,4096050,0.51,26
15,"Larynx",1,2,1956,1960,70500,"Slovenia",19,4096050,0.36,27
8,"Small intestine",1,2,1956,1960,70500,"Slovenia",6,4096050,0.12,28
34,"Other endocrine",1,2,1956,1960,70500,"Slovenia",2,4096050,0.04,29
28,"Testis",1,2,1956,1960,70500,"Slovenia",0,4096050,0.00,30
26,"Penis",1,2,1956,1960,70500,"Slovenia",0,4096050,0.00,31
27,"Prostate",1,2,1956,1960,70500,"Slovenia",0,4096050,0.00,32
21,"Breast",10,2,2003,2007,70500,"Slovenia",5579,5107214,61.84,1
52,"Colorectum",10,2,2003,2007,70500,"Slovenia",2877,5107214,23.69,2
23,"Corpus uteri",10,2,2003,2007,70500,"Slovenia",1475,5107214,15.28,3
16,"Lung (incl. trachea and bronchus)",10,2,2003,2007,70500,"Slovenia",1527,5107214,14.58,4
22,"Cervix uteri",10,2,2003,2007,70500,"Slovenia",904,5107214,12.52,5
18,"Melanoma of skin",10,2,2003,2007,70500,"Slovenia",996,5107214,12.05,6
24,"Ovary etc.",10,2,2003,2007,70500,"Slovenia",940,5107214,10.70,7
33,"Thyroid",10,2,2003,2007,70500,"Slovenia",529,5107214,7.78,8
7,"Stomach",10,2,2003,2007,70500,"Slovenia",905,5107214,6.90,9
36,"Non-Hodgkin lymphoma",10,2,2003,2007,70500,"Slovenia",673,5107214,6.50,10
13,"Pancreas",10,2,2003,2007,70500,"Slovenia",715,5107214,5.31,11
29,"Kidney",10,2,2003,2007,70500,"Slovenia",522,5107214,5.17,12
38,"Leukaemia",10,2,2003,2007,70500,"Slovenia",444,5107214,4.97,13
32,"Brain, central nervous system",10,2,2003,2007,70500,"Slovenia",318,5107214,4.05,14
30,"Bladder",10,2,2003,2007,70500,"Slovenia",484,5107214,3.93,15
51,"Lip, oral cavity and pharynx",10,2,2003,2007,70500,"Slovenia",317,5107214,3.24,16
12,"Gallbladder etc.",10,2,2003,2007,70500,"Slovenia",446,5107214,2.92,17
25,"Other female genital organs",10,2,2003,2007,70500,"Slovenia",358,5107214,2.85,18
37,"Multiple myeloma",10,2,2003,2007,70500,"Slovenia",272,5107214,2.29,19
11,"Liver",10,2,2003,2007,70500,"Slovenia",234,5107214,1.87,20
35,"Hodgkin lymphoma",10,2,2003,2007,70500,"Slovenia",95,5107214,1.66,21
20,"Connective tissue",10,2,2003,2007,70500,"Slovenia",119,5107214,1.45,22
17,"Bone",10,2,2003,2007,70500,"Slovenia",49,5107214,0.90,23
6,"Oesophagus",10,2,2003,2007,70500,"Slovenia",80,5107214,0.65,24
31,"Eye",10,2,2003,2007,70500,"Slovenia",51,5107214,0.63,25
15,"Larynx",10,2,2003,2007,70500,"Slovenia",53,5107214,0.63,26
8,"Small intestine",10,2,2003,2007,70500,"Slovenia",46,5107214,0.41,27
14,"Nose sinuses etc.",10,2,2003,2007,70500,"Slovenia",38,5107214,0.37,28
34,"Other endocrine",10,2,2003,2007,70500,"Slovenia",21,5107214,0.31,29
27,"Prostate",10,2,2003,2007,70500,"Slovenia",0,5107214,0.00,30
26,"Penis",10,2,2003,2007,70500,"Slovenia",0,5107214,0.00,31
28,"Testis",10,2,2003,2007,70500,"Slovenia",0,5107214,0.00,32
21,"Breast",1,2,1959,1961,75200,"Sweden",7529,11246760,45.22,1
52,"Colorectum",1,2,1959,1961,75200,"Sweden",3479,11246760,19.15,2
22,"Cervix uteri",1,2,1959,1961,75200,"Sweden",2490,11246760,17.21,3
7,"Stomach",1,2,1959,1961,75200,"Sweden",2553,11246760,13.40,4
24,"Ovary etc.",1,2,1959,1961,75200,"Sweden",2097,11246760,13.08,5
23,"Corpus uteri",1,2,1959,1961,75200,"Sweden",1887,11246760,11.14,6
32,"Brain, central nervous system",1,2,1959,1961,75200,"Sweden",977,11246760,6.85,7
38,"Leukaemia",1,2,1959,1961,75200,"Sweden",940,11246760,6.19,8
30,"Bladder",1,2,1959,1961,75200,"Sweden",782,11246760,4.56,9
25,"Other female genital organs",1,2,1959,1961,75200,"Sweden",750,11246760,4.51,10
13,"Pancreas",1,2,1959,1961,75200,"Sweden",824,11246760,4.38,11
16,"Lung (incl. trachea and bronchus)",1,2,1959,1961,75200,"Sweden",696,11246760,3.89,12
36,"Non-Hodgkin lymphoma",1,2,1959,1961,75200,"Sweden",519,11246760,3.11,13
33,"Thyroid",1,2,1959,1961,75200,"Sweden",467,11246760,3.05,14
12,"Gallbladder etc.",1,2,1959,1961,75200,"Sweden",574,11246760,3.03,15
51,"Lip, oral cavity and pharynx",1,2,1959,1961,75200,"Sweden",535,11246760,2.99,16
29,"Kidney",1,2,1959,1961,75200,"Sweden",532,11246760,2.90,17
18,"Melanoma of skin",1,2,1959,1961,75200,"Sweden",410,11246760,2.77,18
35,"Hodgkin lymphoma",1,2,1959,1961,75200,"Sweden",266,11246760,1.88,19
37,"Multiple myeloma",1,2,1959,1961,75200,"Sweden",344,11246760,1.88,20
20,"Connective tissue",1,2,1959,1961,75200,"Sweden",235,11246760,1.63,21
34,"Other endocrine",1,2,1959,1961,75200,"Sweden",196,11246760,1.33,22
6,"Oesophagus",1,2,1959,1961,75200,"Sweden",240,11246760,1.23,23
31,"Eye",1,2,1959,1961,75200,"Sweden",129,11246760,0.89,24
11,"Liver",1,2,1959,1961,75200,"Sweden",149,11246760,0.81,25
17,"Bone",1,2,1959,1961,75200,"Sweden",99,11246760,0.79,26
8,"Small intestine",1,2,1959,1961,75200,"Sweden",112,11246760,0.62,27
14,"Nose sinuses etc.",1,2,1959,1961,75200,"Sweden",106,11246760,0.62,28
15,"Larynx",1,2,1959,1961,75200,"Sweden",35,11246760,0.21,29
28,"Testis",1,2,1959,1961,75200,"Sweden",0,11246760,0.00,30
27,"Prostate",1,2,1959,1961,75200,"Sweden",0,11246760,0.00,31
26,"Penis",1,2,1959,1961,75200,"Sweden",0,11246760,0.00,32
21,"Breast",10,2,2003,2007,75200,"Sweden",31645,22791385,81.10,1
52,"Colorectum",10,2,2003,2007,75200,"Sweden",13635,22791385,24.79,2
16,"Lung (incl. trachea and bronchus)",10,2,2003,2007,75200,"Sweden",7791,22791385,17.21,3
23,"Corpus uteri",10,2,2003,2007,75200,"Sweden",6679,22791385,14.00,4
18,"Melanoma of skin",10,2,2003,2007,75200,"Sweden",5132,22791385,13.89,5
32,"Brain, central nervous system",10,2,2003,2007,75200,"Sweden",3468,22791385,10.95,6
24,"Ovary etc.",10,2,2003,2007,75200,"Sweden",3947,22791385,9.80,7
36,"Non-Hodgkin lymphoma",10,2,2003,2007,75200,"Sweden",3243,22791385,6.98,8
22,"Cervix uteri",10,2,2003,2007,75200,"Sweden",2235,22791385,6.94,9
38,"Leukaemia",10,2,2003,2007,75200,"Sweden",2394,22791385,6.18,10
29,"Kidney",10,2,2003,2007,75200,"Sweden",2226,22791385,5.04,11
30,"Bladder",10,2,2003,2007,75200,"Sweden",2702,22791385,4.92,12
13,"Pancreas",10,2,2003,2007,75200,"Sweden",2344,22791385,4.78,13
33,"Thyroid",10,2,2003,2007,75200,"Sweden",1154,22791385,3.73,14
51,"Lip, oral cavity and pharynx",10,2,2003,2007,75200,"Sweden",1655,22791385,3.61,15
25,"Other female genital organs",10,2,2003,2007,75200,"Sweden",1673,22791385,3.32,16
7,"Stomach",10,2,2003,2007,75200,"Sweden",1839,22791385,3.20,17
37,"Multiple myeloma",10,2,2003,2007,75200,"Sweden",1293,22791385,2.44,18
20,"Connective tissue",10,2,2003,2007,75200,"Sweden",787,22791385,2.22,19
12,"Gallbladder etc.",10,2,2003,2007,75200,"Sweden",1173,22791385,2.19,20
11,"Liver",10,2,2003,2007,75200,"Sweden",859,22791385,1.70,21
35,"Hodgkin lymphoma",10,2,2003,2007,75200,"Sweden",388,22791385,1.62,22
8,"Small intestine",10,2,2003,2007,75200,"Sweden",527,22791385,1.02,23
6,"Oesophagus",10,2,2003,2007,75200,"Sweden",535,22791385,0.96,24
31,"Eye",10,2,2003,2007,75200,"Sweden",297,22791385,0.91,25
17,"Bone",10,2,2003,2007,75200,"Sweden",160,22791385,0.68,26
34,"Other endocrine",10,2,2003,2007,75200,"Sweden",104,22791385,0.38,27
15,"Larynx",10,2,2003,2007,75200,"Sweden",150,22791385,0.35,28
14,"Nose sinuses etc.",10,2,2003,2007,75200,"Sweden",153,22791385,0.34,29
27,"Prostate",10,2,2003,2007,75200,"Sweden",0,22791385,0.00,30
26,"Penis",10,2,2003,2007,75200,"Sweden",0,22791385,0.00,31
28,"Testis",10,2,2003,2007,75200,"Sweden",0,22791385,0.00,32
21,"Breast",1,2,1960,1962,82609,"UK, England, West Midlands Region",4756,7218780,46.74,1
52,"Colorectum",1,2,1960,1962,82609,"UK, England, West Midlands Region",2728,7218780,23.81,2
7,"Stomach",1,2,1960,1962,82609,"UK, England, West Midlands Region",1707,7218780,14.43,3
22,"Cervix uteri",1,2,1960,1962,82609,"UK, England, West Midlands Region",1214,7218780,12.49,4
24,"Ovary etc.",1,2,1960,1962,82609,"UK, England, West Midlands Region",1001,7218780,10.09,5
23,"Corpus uteri",1,2,1960,1962,82609,"UK, England, West Midlands Region",823,7218780,7.99,6
16,"Lung (incl. trachea and bronchus)",1,2,1960,1962,82609,"UK, England, West Midlands Region",790,7218780,7.45,7
32,"Brain, central nervous system",1,2,1960,1962,82609,"UK, England, West Midlands Region",349,7218780,4.28,8
13,"Pancreas",1,2,1960,1962,82609,"UK, England, West Midlands Region",482,7218780,4.13,9
51,"Lip, oral cavity and pharynx",1,2,1960,1962,82609,"UK, England, West Midlands Region",415,7218780,4.07,10
38,"Leukaemia",1,2,1960,1962,82609,"UK, England, West Midlands Region",350,7218780,3.89,11
25,"Other female genital organs",1,2,1960,1962,82609,"UK, England, West Midlands Region",392,7218780,3.66,12
36,"Non-Hodgkin lymphoma",1,2,1960,1962,82609,"UK, England, West Midlands Region",254,7218780,2.58,13
6,"Oesophagus",1,2,1960,1962,82609,"UK, England, West Midlands Region",271,7218780,2.35,14
29,"Kidney",1,2,1960,1962,82609,"UK, England, West Midlands Region",280,7218780,2.33,15
12,"Gallbladder etc.",1,2,1960,1962,82609,"UK, England, West Midlands Region",239,7218780,1.97,16
30,"Bladder",1,2,1960,1962,82609,"UK, England, West Midlands Region",182,7218780,1.84,17
18,"Melanoma of skin",1,2,1960,1962,82609,"UK, England, West Midlands Region",139,7218780,1.56,18
35,"Hodgkin lymphoma",1,2,1960,1962,82609,"UK, England, West Midlands Region",110,7218780,1.37,19
33,"Thyroid",1,2,1960,1962,82609,"UK, England, West Midlands Region",127,7218780,1.24,20
20,"Connective tissue",1,2,1960,1962,82609,"UK, England, West Midlands Region",109,7218780,1.17,21
37,"Multiple myeloma",1,2,1960,1962,82609,"UK, England, West Midlands Region",88,7218780,0.86,22
17,"Bone",1,2,1960,1962,82609,"UK, England, West Midlands Region",54,7218780,0.63,23
31,"Eye",1,2,1960,1962,82609,"UK, England, West Midlands Region",45,7218780,0.53,24
14,"Nose sinuses etc.",1,2,1960,1962,82609,"UK, England, West Midlands Region",53,7218780,0.48,25
8,"Small intestine",1,2,1960,1962,82609,"UK, England, West Midlands Region",48,7218780,0.43,26
34,"Other endocrine",1,2,1960,1962,82609,"UK, England, West Midlands Region",39,7218780,0.42,27
15,"Larynx",1,2,1960,1962,82609,"UK, England, West Midlands Region",34,7218780,0.31,28
11,"Liver",1,2,1960,1962,82609,"UK, England, West Midlands Region",30,7218780,0.27,29
26,"Penis",1,2,1960,1962,82609,"UK, England, West Midlands Region",0,7218780,0.00,30
28,"Testis",1,2,1960,1962,82609,"UK, England, West Midlands Region",0,7218780,0.00,31
27,"Prostate",1,2,1960,1962,82609,"UK, England, West Midlands Region",0,7218780,0.00,32
21,"Breast",10,2,2003,2007,82609,"UK, England, West Midlands Region",19649,13595160,85.89,1
52,"Colorectum",10,2,2003,2007,82609,"UK, England, West Midlands Region",7336,13595160,23.58,2
16,"Lung (incl. trachea and bronchus)",10,2,2003,2007,82609,"UK, England, West Midlands Region",6426,13595160,21.50,3
24,"Ovary etc.",10,2,2003,2007,82609,"UK, England, West Midlands Region",3239,13595160,13.90,4
23,"Corpus uteri",10,2,2003,2007,82609,"UK, England, West Midlands Region",3187,13595160,13.14,5
18,"Melanoma of skin",10,2,2003,2007,82609,"UK, England, West Midlands Region",2044,13595160,9.85,6
36,"Non-Hodgkin lymphoma",10,2,2003,2007,82609,"UK, England, West Midlands Region",2003,13595160,7.56,7
22,"Cervix uteri",10,2,2003,2007,82609,"UK, England, West Midlands Region",1308,13595160,7.54,8
38,"Leukaemia",10,2,2003,2007,82609,"UK, England, West Midlands Region",1391,13595160,6.08,9
13,"Pancreas",10,2,2003,2007,82609,"UK, England, West Midlands Region",1725,13595160,5.21,10
29,"Kidney",10,2,2003,2007,82609,"UK, England, West Midlands Region",1166,13595160,4.54,11
6,"Oesophagus",10,2,2003,2007,82609,"UK, England, West Midlands Region",1275,13595160,3.78,12
7,"Stomach",10,2,2003,2007,82609,"UK, England, West Midlands Region",1336,13595160,3.78,13
32,"Brain, central nervous system",10,2,2003,2007,82609,"UK, England, West Midlands Region",734,13595160,3.76,14
33,"Thyroid",10,2,2003,2007,82609,"UK, England, West Midlands Region",650,13595160,3.60,15
51,"Lip, oral cavity and pharynx",10,2,2003,2007,82609,"UK, England, West Midlands Region",854,13595160,3.59,16
30,"Bladder",10,2,2003,2007,82609,"UK, England, West Midlands Region",1151,13595160,3.29,17
25,"Other female genital organs",10,2,2003,2007,82609,"UK, England, West Midlands Region",886,13595160,3.27,18
37,"Multiple myeloma",10,2,2003,2007,82609,"UK, England, West Midlands Region",835,13595160,2.71,19
35,"Hodgkin lymphoma",10,2,2003,2007,82609,"UK, England, West Midlands Region",308,13595160,2.11,20
11,"Liver",10,2,2003,2007,82609,"UK, England, West Midlands Region",514,13595160,1.65,21
20,"Connective tissue",10,2,2003,2007,82609,"UK, England, West Midlands Region",292,13595160,1.37,22
12,"Gallbladder etc.",10,2,2003,2007,82609,"UK, England, West Midlands Region",384,13595160,1.31,23
8,"Small intestine",10,2,2003,2007,82609,"UK, England, West Midlands Region",186,13595160,0.72,24
15,"Larynx",10,2,2003,2007,82609,"UK, England, West Midlands Region",160,13595160,0.63,25
17,"Bone",10,2,2003,2007,82609,"UK, England, West Midlands Region",90,13595160,0.57,26
31,"Eye",10,2,2003,2007,82609,"UK, England, West Midlands Region",81,13595160,0.50,27
14,"Nose sinuses etc.",10,2,2003,2007,82609,"UK, England, West Midlands Region",67,13595160,0.26,28
34,"Other endocrine",10,2,2003,2007,82609,"UK, England, West Midlands Region",34,13595160,0.22,29
26,"Penis",10,2,2003,2007,82609,"UK, England, West Midlands Region",0,13595160,0.00,30
28,"Testis",10,2,2003,2007,82609,"UK, England, West Midlands Region",0,13595160,0.00,31
27,"Prostate",10,2,2003,2007,82609,"UK, England, West Midlands Region",0,13595160,0.00,32
21,"Breast",1,2,1960,1962,84006,"USA, Connecticut",2944,3977580,58.95,1
52,"Colorectum",1,2,1960,1962,84006,"USA, Connecticut",1922,3977580,35.41,2
22,"Cervix uteri",1,2,1960,1962,84006,"USA, Connecticut",638,3977580,13.40,3
24,"Ovary etc.",1,2,1960,1962,84006,"USA, Connecticut",626,3977580,13.06,4
23,"Corpus uteri",1,2,1960,1962,84006,"USA, Connecticut",632,3977580,12.73,5
7,"Stomach",1,2,1960,1962,84006,"USA, Connecticut",495,3977580,8.86,6
16,"Lung (incl. trachea and bronchus)",1,2,1960,1962,84006,"USA, Connecticut",341,3977580,6.72,7
25,"Other female genital organs",1,2,1960,1962,84006,"USA, Connecticut",301,3977580,5.79,8
13,"Pancreas",1,2,1960,1962,84006,"USA, Connecticut",314,3977580,5.68,9
36,"Non-Hodgkin lymphoma",1,2,1960,1962,84006,"USA, Connecticut",268,3977580,5.56,10
29,"Kidney",1,2,1960,1962,84006,"USA, Connecticut",273,3977580,4.98,11
38,"Leukaemia",1,2,1960,1962,84006,"USA, Connecticut",224,3977580,4.55,12
32,"Brain, central nervous system",1,2,1960,1962,84006,"USA, Connecticut",172,3977580,3.93,13
51,"Lip, oral cavity and pharynx",1,2,1960,1962,84006,"USA, Connecticut",178,3977580,3.53,14
18,"Melanoma of skin",1,2,1960,1962,84006,"USA, Connecticut",153,3977580,3.41,15
30,"Bladder",1,2,1960,1962,84006,"USA, Connecticut",166,3977580,3.32,16
33,"Thyroid",1,2,1960,1962,84006,"USA, Connecticut",139,3977580,3.09,17
12,"Gallbladder etc.",1,2,1960,1962,84006,"USA, Connecticut",169,3977580,2.97,18
20,"Connective tissue",1,2,1960,1962,84006,"USA, Connecticut",98,3977580,2.18,19
35,"Hodgkin lymphoma",1,2,1960,1962,84006,"USA, Connecticut",76,3977580,1.86,20
37,"Multiple myeloma",1,2,1960,1962,84006,"USA, Connecticut",94,3977580,1.83,21
6,"Oesophagus",1,2,1960,1962,84006,"USA, Connecticut",53,3977580,0.99,22
11,"Liver",1,2,1960,1962,84006,"USA, Connecticut",54,3977580,0.99,23
17,"Bone",1,2,1960,1962,84006,"USA, Connecticut",39,3977580,0.89,24
8,"Small intestine",1,2,1960,1962,84006,"USA, Connecticut",38,3977580,0.73,25
34,"Other endocrine",1,2,1960,1962,84006,"USA, Connecticut",27,3977580,0.62,26
15,"Larynx",1,2,1960,1962,84006,"USA, Connecticut",28,3977580,0.59,27
31,"Eye",1,2,1960,1962,84006,"USA, Connecticut",24,3977580,0.49,28
14,"Nose sinuses etc.",1,2,1960,1962,84006,"USA, Connecticut",23,3977580,0.46,29
26,"Penis",1,2,1960,1962,84006,"USA, Connecticut",0,3977580,0.00,30
27,"Prostate",1,2,1960,1962,84006,"USA, Connecticut",0,3977580,0.00,31
28,"Testis",1,2,1960,1962,84006,"USA, Connecticut",0,3977580,0.00,32
21,"Breast",10,2,2003,2007,84006,"USA, Connecticut",13650,8926002,94.39,1
16,"Lung (incl. trachea and bronchus)",10,2,2003,2007,84006,"USA, Connecticut",6473,8926002,38.32,2
52,"Colorectum",10,2,2003,2007,84006,"USA, Connecticut",5096,8926002,27.38,3
23,"Corpus uteri",10,2,2003,2007,84006,"USA, Connecticut",2924,8926002,20.68,4
33,"Thyroid",10,2,2003,2007,84006,"USA, Connecticut",2021,8926002,17.72,5
18,"Melanoma of skin",10,2,2003,2007,84006,"USA, Connecticut",1948,8926002,14.60,6
36,"Non-Hodgkin lymphoma",10,2,2003,2007,84006,"USA, Connecticut",1968,8926002,12.06,7
24,"Ovary etc.",10,2,2003,2007,84006,"USA, Connecticut",1499,8926002,9.99,8
29,"Kidney",10,2,2003,2007,84006,"USA, Connecticut",1179,8926002,7.64,9
30,"Bladder",10,2,2003,2007,84006,"USA, Connecticut",1382,8926002,7.47,10
13,"Pancreas",10,2,2003,2007,84006,"USA, Connecticut",1327,8926002,6.87,11
38,"Leukaemia",10,2,2003,2007,84006,"USA, Connecticut",943,8926002,6.73,12
22,"Cervix uteri",10,2,2003,2007,84006,"USA, Connecticut",637,8926002,5.34,13
32,"Brain, central nervous system",10,2,2003,2007,84006,"USA, Connecticut",615,8926002,5.04,14
51,"Lip, oral cavity and pharynx",10,2,2003,2007,84006,"USA, Connecticut",634,8926002,4.04,15
7,"Stomach",10,2,2003,2007,84006,"USA, Connecticut",613,8926002,3.31,16
37,"Multiple myeloma",10,2,2003,2007,84006,"USA, Connecticut",555,8926002,3.07,17
35,"Hodgkin lymphoma",10,2,2003,2007,84006,"USA, Connecticut",291,8926002,3.02,18
25,"Other female genital organs",10,2,2003,2007,84006,"USA, Connecticut",453,8926002,2.52,19
20,"Connective tissue",10,2,2003,2007,84006,"USA, Connecticut",301,8926002,2.23,20
11,"Liver",10,2,2003,2007,84006,"USA, Connecticut",301,8926002,1.86,21
12,"Gallbladder etc.",10,2,2003,2007,84006,"USA, Connecticut",316,8926002,1.61,22
6,"Oesophagus",10,2,2003,2007,84006,"USA, Connecticut",269,8926002,1.46,23
8,"Small intestine",10,2,2003,2007,84006,"USA, Connecticut",187,8926002,1.12,24
15,"Larynx",10,2,2003,2007,84006,"USA, Connecticut",148,8926002,1.01,25
17,"Bone",10,2,2003,2007,84006,"USA, Connecticut",96,8926002,0.97,26
